,message,personal
21315,What's the website so I can apply at united health?,personal
21316,I'm so stressed :(,personal
21317,Yes!,personal
21318,Mark got suspended from his job.,personal
21319,Can u still go at 5?,personal
21320,Yeah mark has to work late Sunday and early Monday,personal
21321,They said he gave a customer too much of a credit on their bill. No it wasn't me he works for Verizon lol. But he's suspended while they investigate.,personal
21322,I been applying for jobs like crazy. If I don't get hired somewhere soon I'm gonna have to move in w/ my mom.,personal
21323,I know. I like our nice comfy apartment. I'm even thinking of fast food. I got my kittens to think of lol. My mom is pure evil when it comes to animals.,personal
21324,What u got planned for today? Work work and more work?,personal
21325,Lol that's cause I'm following u. I got my bags packed in the trunk. Make room for me!,personal
21326,What's that again?,personal
21327,Ooh theres no lock?,personal
21328,Lol its ok ill change it back when u least expect it.,personal
21329,You'll get used to it... I promise :),personal
21330,I'll give u a hand alright =D,personal
21331,Omg I have such good luck. Today is my dads bday party and I was freaking out cause I ordered his gift online 2 weeks ago and still hadn't got it. Guess what came in the mail today?,personal
21332,Let's just hope my job search goes as well.,personal
21333,Lmao your crazy,personal
21334,Lol I don't think that counts as a skill.,personal
21335,Yup I knew it...you're nuts,personal
21336,Where u at?,personal
21337,Interview tomorrow at <#> am. Wish me luck!,personal
21338,Thanks. I sure hope so.,personal
21339,Walgreens pharmacy tech job.,personal
21340,Don't forget fritos,personal
21341,Another interview at 1 today. I better get one of these jobs.,personal
21342,Lol yoville motivation?,personal
21343,Lol...when u have a mom like mine you'll do anything not to live with her. Everyone that's tried has ran out screaming.,personal
21344,woman for president? I think all women would suck at it...even me.,personal
21345,Lmao. I WOULD legalize pot. I keep posting on obamas fb page that it would solve all the problems but he doesn't listen :/ MEN!,personal
21346,Lmao I donno.,personal
21347,The white house,personal
21348,Lol quit thinking about my cleavage!,personal
21349,What u doing today?,personal
21350,Leave the door unlocked please :),personal
21351,Lol did u know the most expensive coffee in the world comes from cat poo?,personal
21352,For realz its called kopi luwak. They feed these weird types of cats the coffee beans and when it comes out they make it.,personal
21353,Lmao yummm,personal
21354,Good now we can get in the shower!,personal
21355,Lol its gonna be harder than that to keep me away.,personal
21356,Don't mind if I do!,personal
21357,Nice try!,personal
21358,Hurry,personal
21359,Mark please answer,personal
21360,I got the job at Walgreens! U have to buy me something now =D,personal
21361,The first one. The second one wasn't a pharmacy tech one after all. And the manager seemed out of it. Go figure.,personal
21362,Yeah the manager said once I'm in and the have an opening I have a good chance of getting a pharmacy job even if its at another location.,personal
21363,I'm waiting to take a drug test right now. As soon as they get the results I can start. Probably Wednesday or Thursday,personal
21364,So...what u buying me?,personal
21365,The moon!,personal
21366,U should try it!,personal
21367,Lol ok. I always ask for the moon for my bday. Everyone always says no tho :(,personal
21368,Hmm the next best thing would be Saturn. Get me Saturn.,personal
21369,but I need the rings. U know how I love to get married... just think of all those rings :),personal
21370,Make them an offer they can't refuse. You're Italian aren't u?,personal
21371,Yes!,personal
21372,Use your mob family connections,personal
21373,Lmao...homework,personal
21374,Start working tomorrow woohoo!,personal
21375,Lol shut it... that means less time to txt too :(,personal
21376,You're not gonna miss me?,personal
21377,Yeah right. I bet your thinking FINALLY this bitch will leave me alone I should NEVER have given her my num!ber,personal
21378,Yes soon you'll forget all about me,personal
21379,Lol looking forward to that,personal
21380,What if I'm like oh my job is wonderful. I never have a bad customer my boss buys me pizza everyday... you'd be like omg stfu and quit texting me!,personal
21381,Lmao your nuts,personal
21382,On break. Eating chips,personal
21383,Ok just tired,personal
21384,Out,personal
21385,Phone died,personal
21386,It went ok. My legs are killing me. But Now I'm nice and comfy w/Chinese food watching days of our lives.,personal
21387,No,personal
21388,Aw crap I crashed out. Now my sleep is really gonna be off,personal
21389,On break. Call me,personal
21390,I slept last from <#> pm then <#> : <#> am. My lazy ass isn't used to working,personal
21391,I hope so. I need to buy new shoes too. I got 2 leg cramps last night :/,personal
21392,Yeah so far so good. They don't have me scheduled a lot so mark still has to find a job asap,personal
21393,"No, he quit a couple of days ago. But he got a job today woohoo!",personal
21394,sorry sorry sorry.. I buy u drinks,personal
21395,we r having class.. will only finish at  <#> .. sorry abt this.. want to have lunch at  <#> ?,personal
21396,I am sorry I am unable to pick up your call now. what is it regarding? Can I call you back pls?,personal
21397,oh I'm not this sat.. anyway lvl 9 mdm fong has moved to a home at thompson,personal
21398,glad u can make it!,personal
21399,that's right buffet starts at  <DECIMAL> pm to abt  <#> pm,personal
21400,1 or 2,personal
21401,"haha! she's not plump, don't know which class..",personal
21402,she was from npcc if that jolts any memory,personal
21403,she's our rv sch mate. doing some insurance related work. sorry abt not asking u first.,personal
21404,great! its crystal jade at holland village. let's meet at  <DECIMAL>  alright? pls also help to ask other 'old' scouts. I have made reservation with a few more to spare.,personal
21405,alright!,personal
21406,great! its crystal jade at holland village. let's meet at  <DECIMAL>  alright? pls also help to ask other 'old' scouts. I have made reservation with a few more to spare.,personal
21407,"hi yc, jh and ec! I have made reservation for xiao long bao buffet next monday at  <DECIMAL> pm. pls keep it available! alright?",personal
21408,my group is wearing.. r u the last grp for tmr?,personal
21409,sure!,personal
21410,I'm in sr7 at com2 lvl 2 and it seems available,personal
21411,hihi! have u got a place to rehearse?,personal
21412,I'm sorry.. she says she is ur friend from npcc too.. hope all is well for u!,personal
21413,yes yes,personal
21414,"Hi! i recommended ur names to a friend called Pei Shan from Professional Investment Advisory Services. She might call u, if not interested, jus tell her. I'm sorry i didnt ask u abt this earlier.",personal
21415,hihi want to have a drink at brewerkz this friday?,personal
21416,hihi! next monday xiao long bao buffet for dinner?,personal
21417,hope all will be perfect for ur new place!,personal
21418,thank you!,personal
21419,I have told zx. can u ask jh pls?,personal
21420,hihi! next monday xiao long bao buffet for dinner?,personal
21421,tks!,personal
21422,hihi! will u be able to meet for consulting this thurs at  <#> ? its for updating one another in our grp.. I'm sorry its ur free day..,personal
21423,sorry i'll only reach in abt  <#> min time,personal
21424,good morning! I wouldn't be going for lecture this morning.. need the time to prepare for presentation,personal
21425,sorry can't today.. how abt next week?,personal
21426,oh i'll be at home then..,personal
21427,I'm going back soon..,personal
21428,tks!,personal
21429,u have fun too!,personal
21430,thank you thank you! anyway can just give my email and mobile.. anyone who knows me knows that i usually don't go on msn..,personal
21431,what's her name?,personal
21432,thank you!,personal
21433,its ok,personal
21434,sorry i can't.. have told 1 of the coordinators abt this..,personal
21435,hihi! u guys still at icube?,personal
21436,alright! u have a good night!,personal
21437,"oh no we r not meeting tmr. but i'll be in sch tmr, if i can be of any help.. anyway join us for dinner or movie if u have a couple of hours to take a break!",personal
21438,"Sorry, I'll call later",personal
21439,anyway it looks like steffi's or hebin's,personal
21440,sorry i fell aslp early yesterday.. I'm not sure whose adaptor is it? is it from huiling?,personal
21441,sorry bro.. im on my way back,personal
21442,sorry i can only confirm it later,personal
21443,hihi! we will be at com1 basement,personal
21444,do u have the name of the vendor they r using? also is their version same as dynamics NAV 4? the modules they currently have?,personal
21445,sorry i don't understand what u mean..,personal
21446,no i don't have them,personal
21447,its  <EMAIL>,personal
21448,alright. any page limit,personal
21449,which parts r u refering to?,personal
21450,I'm sorry. I don't have anything for dad. pls send my regards to cousin.,personal
21451,im in sch,personal
21452,ard what time will u be meeting him.. I have an appointment from 6 to 8..,personal
21453,I'm an intern,personal
21454,do u think we can meet at ard  <DECIMAL>  tmr at the coffeeshop?,personal
21455,i'll inform them!,personal
21456,its confirmed. I spoke to him last friday. do u think we can meet at ard  <DECIMAL>  tmr at the coffeeshop?,personal
21457,our appointment is at  <#> am. prob meeting ard 9 plus,personal
21458,yes yes we r meeting at the coffeeshop near their office,personal
21459,pls take it back.,personal
21460,hihi! interested in free movie at NUS this coming friday evening? UCC is screening local blockbuster haunted changi at 8pm :),personal
21461,I'm not sure abt that..,personal
21462,i'll be there,personal
21463,hi! this wed  <DECIMAL>  to 4pm appointment with dr teo?,personal
21464,good morning! i'm sorry i can't make it to the appointment at  <#> pm today..,personal
21465,I guess not.. sorry..,personal
21466,Will u be online in msn soon?? Hehe,personal
21467,:) ok.. C u there..,personal
21468,"Hi li mei, good mornin.. at what time r u comin to uni?",personal
21469,Heiya i go offline liao. Nites!!,personal
21470,Enoka,personal
21471,Ok look for u later when i online,personal
21472,U be ard then?,personal
21473,Nope. Will be online ard 8 hehe. Out now.,personal
21474,Hehe u know how to answer the last question on erca2?? I donno how to explain that . <#>,personal
21475,Hey.. Can you come outside the lab?,personal
21476,I am in front of yours :),personal
21477,Hi.. Can I get your ear phones for a while.. I will give them in few min..,personal
21478,<#>,personal
21479,So how is burger king? :D,personal
21480,I am in front of your lab,personal
21481,Ok.. I will come there now.. :),personal
21482,"Li Mei.. I will come to your lab at 2 ok.. Till then even if the printer starts working, don't print.. :)",personal
21483,Ok.. I am outside your lab.. Can you come out for a sec,personal
21484,No not at all.. After lunch is ok.. I will come near your lab and send you a SMS.. Thank you soooooo much for helping me.. Thank you..,personal
21485,"Thank U. U had just sent your 3rd Local SMS for the day. With just 2 more Local SMS sent, you can enjoy  <#>  Free Local SMS to be used by  <#> hrs today!",personal
21486,If your not busy only ok..,personal
21487,Li Mei.. I need a help from you.. Can you help me to print a excel sheet.. I don't know how to setup the page properly..,personal
21488,"Yaa,, wht to do :(",personal
21489,"Hi li mei, hope u r doin good.. Yes i am attending for the seminars.. I can return the book today aftrnoon, coz i cmin uni for a meeting.. Tc",personal
21490,Ok.. I am at lib.. I will get money and come.. :),personal
21491,Thanx li mei. Its ok.. We ll b thr at  <#>  cu,personal
21492,Thank you.. Good night..,personal
21493,I am still on my way home.. Went to see a movie.. :). He told me that he gave it to the TA.. So I think its better mail him?,personal
21494,Have they up loaded the example? Nadee :),personal
21495,Ya sure.. We chk answrs 2rw,personal
21496,Thank you soo much for the dinner.. I really enjoyed it.. You are a very kind good person :),personal
21497,Omg.. Really.. We ll go mad by the end of this semester,personal
21498,Good nit & good luck with the assignmnt,personal
21499,"Hi, hope u went home safely.. Thnx fr the nice dear... We really enjoyd it.. I jst came to hostel... Cu tomorrw... Tc",personal
21500,"Oh, i forgot that.. We ll meet later.. Im at uni..",personal
21501,"Hi gud mornin, r u cmin to uni tody?",personal
21502,"Hi Li Mei, will u be there at  <DECIMAL> pm? Paul",personal
21503,"hi mei LI, the viewing is confirmed at  <DECIMAL> pm, see u at the lift lobby. Paul - DTZ",personal
21504,Oh he he.. Then we can go nxt week.. :) love to go to that paintball game also.. But havin lectrs no..,personal
21505,Oh sorry 4 tht..,personal
21506,"Ya, im at home 2rw.. Bt girisha s havin anothr assignmnt to submit 2rw.. Wht abt mondy?",personal
21507,Thats nice.. We'l go nxt week,personal
21508,"Yes, hope to go.. I won't do the assignmnt if i stay home...",personal
21509,We have to inform her b4 if we r goin..,personal
21510,"Ya, thats the thing.. We wont b able to go rit :(",personal
21511,"Its regardin the mail CJ has sent, abt a paintball game on thursdy",personal
21512,"Hi, hw r u? R u goin fr the paintbal game?",personal
21513,Yo me going hm liao. Try another day k .....,personal
21514,Hehe me at my mum plc playing with her comp. Might be leaving soon ... Anyway i still havent figure out how to on the webcam on msn live lei.,personal
21515,Yo u got use webcam one? Me trying out msn live. Trying the webcam function.,personal
21516,Thanks a lot.,personal
21517,"Nope, ther was some issue. I can manage i think. Thanks again.",personal
21518,No need. Thanks,personal
21519,R u there?,personal
21520,Went out for a bit. Will tell when i come.,personal
21521,R u in d lab? I hav ur cd wit me.,personal
21522,Thank you so much for your kind help..,personal
21523,How about tomrrow morning?,personal
21524,"Hi li mei, I'm on the way to uni. Will b there in  <#>  mins.",personal
21525,"Hi, i replace it with new woundplast.. I brought some from home.. Thanx for caring dear.. I think i have to wake up all the nite to complete the assignmnt :( .. Good luck with ur asignmnt too.. Gud nit",personal
21526,Pls call me,personal
21527,Sorry i just saw ur msg. I am in the lab.,personal
21528,"Hi I need ur friend name n fin no who stay at blk  <#>  west coast to register to Hdb, thks lis",personal
21529,Sorry u go eat dinner first,personal
21530,Tink another  <#>  mins raining heavy traffic jam,personal
21531,"Hi u wait awhile, jack is on his way soon. O u wanna go dinner first. Sorry",personal
21532,Yup,personal
21533,We use ur one tem he reach transfer to him.,personal
21534,Yup,personal
21535,U need to bring e ipa,personal
21536,Their name. They got student pass ald?,personal
21537,Ok no prob,personal
21538,Not u stay? Who stay? Date ok,personal
21539,No u need to apply. Maybe c u wanna share wif e common room tenant.,personal
21540,Yes tonight 8pm.,personal
21541,Plus gst to govt,personal
21542,"Owner agree, pls prepare deposit $ <#> , stamp fee $ <#> , comm $ <DECIMAL>  tonight meet 8pm. Lis",personal
21543,Awaits his ans. Tink working.,personal
21544,My colleague (owner Agt) jack (hp: <#> ) wil meet u at lift lobby 8pm. Lis,personal
21545,Yes c u at e lift lobby.,personal
21546,"Master/common rm Blk  <#>  west coast, furnish ac  <#>  dec $ <#> -$ <#> , viewing tmr 8pm, pls confirm ur appt. Lis",personal
21547,Blk  <#>  west coast lift lobby. Wil remind u again on Monday. Lis,personal
21548,Monday 7pm ok? Lis,personal
21549,Evening around  <DECIMAL> pm cos owner working too.,personal
21550,Include. Low floor.,personal
21551,2+1. Common $ <#>  master $ <#>,personal
21552,Yes. U interested in master o common room? Avail  <#>  dec.,personal
21553,"Hi regards Blk  <#> . May I have ur nationality, gender n occupation? Avail  <#>  dec.",personal
21554,Wildfire,personal
21555,HTC,personal
21556,Have fun attending class!!,personal
21557,No dont think so. Coming in late today. Let see how.,personal
21558,Explain to u all later.,personal
21559,Yes yes.. Now Nadee is went with her mother for shopping.. I am at the apartment.. Bye bye then.. Good night..,personal
21560,Yes.. One day I will ask Nadee to take you there.. :),personal
21561,Hey.. You should try the Sambal chicken fried rice.. Very tasty.. :),personal
21562,Good idea,personal
21563,Happy rabbit year !;) enjoy;),personal
21564,Got class hor??,personal
21565,"Hi, hw r u? Wht is the deadlin for econ assignmnt?",personal
21566,Where?,personal
21567,Haha he said he sleep on e sofa,personal
21568,Yes,personal
21569,E common room being booked but owner said master $ <#>  two single bed ok. How u tink?,personal
21570,Yao,personal
21571,Happy Mid-autumn Festival !,personal
21572,Hi li mei.. Gud mornin.. R u attendin fr 2dy's techup seminar? Is it compulsory?,personal
21573,Sat night u free?,personal
21574,Hiya! Blessed new year! :) I've transferred  <#>  dollars for a usd <#>  gift card :) hope to hear from you soon! :),personal
21575,What time you coming back?,personal
21576,Movie just ended. At west mall,personal
21577,KL,personal
21578,Oops.. Auto correct.. Suppose to be 'kk' :),personal
21579,Kl?!,personal
21580,Hahaha,personal
21581,Mummy sleeping.. Dun call her..,personal
21582,Ohhhh okay.,personal
21583,You eat alrd?,personal
21584,"Ya.. Eating lor.. Thought of waiting for you, but I too hungry Liao.. Haha",personal
21585,Hahahaha I can dapao home for you.,personal
21586,Haha.. You eat le?,personal
21587,Nope. Maybe dapaoooo. Hahaha hmm,personal
21588,Haha.. Dapao what?,personal
21589,What do you want from wm?,personal
21590,"Hi Zhong, so sorry.. I was just looking through the schedule and saw my name for tmr's service.. Am I still on tmr?",personal
21591,It's ok. I thought you were unwell. :) it's alright.,personal
21592,"Okie, yea.. Voice still a little hoarse but feeling better le.. :)",personal
21593,"Hey violet, who's doing proj tmr? Is it me?:)",personal
21594,Tmr is Elissa and clarissa. The duty is out already you can't see it?,personal
21595,"Hi Elissa, have you checked duty le ma.. You do know it is you and clarissa tmr yea?",personal
21596,Ya i can't see it. I think cause i'm not in the group thing,personal
21597,Yupp! :),personal
21598,"Hmm.. Okay, I'll see what is wrong..",personal
21599,"Does clarissa know? Till now, oddly, I still dun have her number..",personal
21600,"Hi Violet, happy new year to you too!! Please see your codes below, they are for USD  <#>  each :)",personal
21601,Thanks! :) take care! :),personal
21602,Lol tmr get! Yupp i told her already!,personal
21603,"Kkz, thanks. Ya, I keep asking her for her number and it keeps disappearing from my contacts! Lol..",personal
21604,Lol! Maybe u didn even key in luh! So tmr lunch at ur place isit? ._.,personal
21605,"Sorry I just saw this msg.. Meeting cancelled, I'll see when I can schedule again..",personal
21606,"Can you let clarissa know that as well, I'll msg the rest..",personal
21607,Okiee!,personal
21608,Alright!,personal
21609,"Hey..i don't hv aunty siew choo's number.. Help me inform her that i'll need to give the wwf meeting a miss, not feeling too well. Remember to inform her hor... Thanks!",personal
21610,Kk.. Take care yea :),personal
21611,What you doing tmr morning?,personal
21612,Hey violet! What do you want for christmas!,personal
21613,Huh?,personal
21614,Christmas gift la!,personal
21615,Haha.. Christmas is over le.. Lol..,personal
21616,Yeah la but you were overseas what!,personal
21617,Haha.. No need to buy la! Haiyooo..,personal
21618,Haiyur. Kay what do you like!,personal
21619,Dunno le... Got something to do?,personal
21620,Haha.. I wana go town to buy medicine in u. Melvin's clinic.. And I want company :),personal
21621,"Haha.. I like... iPhone, MacBook, iMac.. :) :)",personal
21622,Haha.. Can lor... I might go down sentosa after that to interview for the restaurant,personal
21623,"Haha i was thinking about that too, but i bo lui leh :/",personal
21624,Hahah.. My underlying intentions are 'no need to buy!' :),personal
21625,Haha.. Walk in de ah? No need to call before that?,personal
21626,Dun need. Pearl asked le... Just walk in,personal
21627,Haha okay la okay. When are you going to thailand again? No school?,personal
21628,"Going with family, for Chinese new year :)",personal
21629,"Ooo, cool.. Okay, what time you going there?",personal
21630,Haha oh oh right. So not dubai or whatever anymore?,personal
21631,I dunno le... Should I work there?,personal
21632,"Haha.. Nah, cheaper ma :) go Dubai so far.. Lol..",personal
21633,"Haha.. Well, I would say no need la.. But it's up to you.. :)",personal
21634,Haha.. I think so too... Why not we go photoshooting Tml? Ask scar and carol?,personal
21635,"Eh sia la. That time i flight transfer in dubai there were a lot of women draped head to toe in black. There was this one woman i thought was facing away from me, until i saw the narrow slit in her veil for her eyes man -.-",personal
21636,"Haha.. I can't la.. After the medicine buying, I need to go for a hairdresser appt..",personal
21637,Wah so busy. Haha,personal
21638,"Lol! Yea, you go into the country itself and you will realize you are the weirdo there :) hehe..",personal
21639,Haha.. Schedule with mummy le.. Hehe.. So cannot chang :),personal
21640,"I went to iran to race in  <#> , all the girls in the team had to year veils also haha. Which part of thailand?",personal
21641,Lol... I asking carol. Haha,personal
21642,"Haha.. Yea, I'm going Bangkok lor..",personal
21643,Haha.. Tues la! :),personal
21644,Haha.. Tuesday go again lo...,personal
21645,Eh stuff there pretty cheap haha. Went there like maybe 3 to 4 years ago. School hols?,personal
21646,Lol.. Right.....,personal
21647,Alright! Blessed year to u too!,personal
21648,"Haha.. Yea, great place to go.. :)",personal
21649,Lol... See what she says.,personal
21650,Haha.. Okay..,personal
21651,Haha yeah my teacher said he wanted to retire there. Large piece of land only like  <#> k sing dollars. Had your dinner?,personal
21652,Lol... Ok la... I better not work rest. Go learn german language better. See if I get internship.,personal
21653,"Haha.. Yea, stuff there is really cheap.. Nope, dad went to buy.. Waiting for him to come back.",personal
21654,Oh eating at home then? Haha i'm like at swensens nom.,personal
21655,Haha.. Yea.. Good la.. You really dun need that type of work.. Lol :),personal
21656,"Waa.. Nice, with?",personal
21657,Girlfriend ah.,personal
21658,Your girlfriend ah? :),personal
21659,Haha... Why le??,personal
21660,Yeah la. Never met her before?,personal
21661,Haha.. Fleur sterling? Your bass?,personal
21662,Yeah yeah sure. No la.,personal
21663,"Haha.. Dunno lehs, just feel that it is a bit unnecessary? Lol",personal
21664,Hahah :),personal
21665,Haha.. Coz I degree holder so dun need downgrade myself? Lol,personal
21666,Kidding la. With my parents. Oh man did you see how shiny my bass was on friday night haha.,personal
21667,Haha.. It's like you read my mind so I dun need to say it :) hehe..,personal
21668,"Haha.. Yea, it's nice :) lol..",personal
21669,Eeeeee you don't know how to appreciate true beauty man :( Haha kidding la. Doing work now?,personal
21670,"Haha.. Nah, just resting and waiting for dinner :) true beauty comes from within, and your bass's within is.... Hmmmm :)",personal
21671,Yeah la wood haha. I wanna get a drum set and a better guitar soon. Hmmm no monehhh.,personal
21672,Haha.. Drums? Since when you play drums?,personal
21673,"Haha since i picked up bass i've been learning a little bit here and there la, since a basic knowledge improves your coordination with the drummer a lot. I can play simple stuff la, but i need more exposure on a drum set to improve. Haha i sometimes practice 6 hours at a go on bass and guitar.",personal
21674,"Haha, that's good :) focus on your guitar and bass first la..",personal
21675,"Haha yeah i know, focussed very long already. Ready to pick up something new, in case we ever need a stand-in drummer or whatever haha. I love learning new things also la.",personal
21676,Haha.. Cool! :) go learn more things la..,personal
21677,Yeah lo. But quite hard to la. Always can't use the set in honour. Bass and guitar i can spam at home haha. How's your guitaring.,personal
21678,Alright no prob!:D,personal
21679,"Haha stagnant.. Lol.. Nothing much now la, cuz got school..",personal
21680,Haha yeah ah that's true. Eh i like your guitar leh. Nice feel and tone.,personal
21681,"Haha.. Got bored of it le, when I got more time then say ba.. :)",personal
21682,Haha yeah. Go learn recorder for worship hehehehe.,personal
21683,"Hahah, that will be interesting.. I wana learn violin..",personal
21684,Haha i wanna learn the flute. Expensive leh all these classical instruments.,personal
21685,Haha flute you can ask Denny lor.. He has one :),personal
21686,Yup i know haha. Hmmm.,personal
21687,"Haha.. Go learn la, will be so interesting.. :)",personal
21688,But not cool eh. Personal better. Saliva and all.,personal
21689,Haha! True la.. Lol..,personal
21690,Haha yeah i know right. Had dinner yet?,personal
21691,"Ya, had my dinner le :) you? Otw home?",personal
21692,Yup yup. In the car haha. I'm so tired yawn. What did you do on new year's morning!,personal
21693,"Haha.. Nothing, rest at home cuz wasn't feeling too well..",personal
21694,Oh right. Feeling better now? D:,personal
21695,Okay la.. Recovering..,personal
21696,Rest well kay sis! I'll pray for you! :D,personal
21697,Thanks :),personal
21698,Haha no prob man. What are leong siblings for?,personal
21699,:) yea :),personal
21700,"Quite a lot of people are falling ill lately, myself included. I think it's a flu bug plus the cold weather or something. Super cold lately leh.",personal
21701,"Haha, ya.. Too many ppl le.. Raining season ah..",personal
21702,Yup yup. Haha just got home. Eh i can see my estate from your room window haha.,personal
21703,Haha you mean mine estate from your room window? Haha..,personal
21704,No no. My estate from your room window. That time i went your house what. So really a stone's throw away. If you can throw so far la.,personal
21705,"Orh.. Ya, I know ah.. Lol! :)",personal
21706,Hey! Don't go back to sleep kay!,personal
21707,"Haha.. I'm up la.. Just that realized this round of bidding, both my modules are not up for bidding.. Lol..",personal
21708,Oh hmm. I don't get what you mean haha.,personal
21709,Haha.. Uni talk.. :),personal
21710,Yeah lost :/,personal
21711,:),personal
21712,Switzerland what is the budget...?,personal
21713,Flight and hotel.. Abt 8k?,personal
21714,For 4 pax ?,personal
21715,Heap,personal
21716,Yeap..,personal
21717,How many days  ?  <#> jan till 5feb,personal
21718,<#> th to 5th,personal
21719,Change liao.. Cairo cheaper.. :),personal
21720,How cheap is your cheapness?,personal
21721,"The hotel is 5star, is Hilton, and we booking suite, only  <DECIMAL> k for the whole hotel stay.. The flight is 6k for 4ppl..",personal
21722,I'm boredddd waiting for my turn at chapter 2..,personal
21723,Where? Haha,personal
21724,Chapter 2 la..lol,personal
21725,Which one la...,personal
21726,Jp de lor,personal
21727,Cairo only - boring lol,personal
21728,"Cairo then near to town, and the river..",personal
21729,I see... Haha... Must go so high end saloon de ar? Lol,personal
21730,Haha.. My mum wanted to do her hair in a better place ma.. Haha,personal
21731,"Dirty, messy, over-crowded city, can do max 2 or 3 days",personal
21732,Then after that? We move again ah?,personal
21733,search for Eypyt local tour package itinerary,personal
21734,Mummy dun want tour lehs..,personal
21735,"Then, choose Sham Al-Sheik touristic destination",personal
21736,Phuket,personal
21737,Choose Resort Hotel,personal
21738,Haha... Rich ma... Lol,personal
21739,Lol.. No la..,personal
21740,Phuket?,personal
21741,Haha.. But true la... Ladies does make a diff. For guys anywhere is fine. Unless u wan long and stylist.,personal
21742,Haha.. Zhong cuts at chap 2 lor! Lol :),personal
21743,Now he downgrade le... Go auntie there cut. Lol,personal
21744,Really? Haha.. Okay..,personal
21745,Have u check Melbourne ? can visit uncle Param & VJ,personal
21746,Haha... Yea man... Lol...,personal
21747,Mummy ask if wana stay Maldives,personal
21748,"Interesting place, please check out",personal
21749,Now my fringe look like your fringe.. Wahaha..,personal
21750,Hahahahaha cos fyn cut right,personal
21751,Hahaha! Yea..,personal
21752,She knows you're my sis?,personal
21753,Yeap.. She know your mother also.. Wahahah :),personal
21754,Hahaha niceeeee,personal
21755,Family hairdresser alrd,personal
21756,"Stuck for life, mummy likes her?",personal
21757,Hahaha tell her you're not sca okay,personal
21758,Like macham I tripolar or smth,personal
21759,Hahaha! She knows la.. Lol! :) she stays near us lehs.. She stay at bukit batok central there..,personal
21760,Is it!!!! Cool niaaaaaa haha,personal
21761,"Hahah.. Yea, and oh ya.. She gave me her number say that, next time if wana go just let her know 1 day in advanced..",personal
21762,Ahhh ehhh why never give me siaaaaa. I then her loyal customer leh!!,personal
21763,She ask me to give you la.. Lol..,personal
21764,Hahahaha niceeeeeeeeeee.,personal
21765,Hahaha..,personal
21766,Eh nutella cheesecake or oreo nicer ah.,personal
21767,Oreo.. Haha.. Thou haven't eat nutella yet.. Lol..,personal
21768,Ahhh hahahahaha alrighty.,personal
21769,Hahah.. You otw to work le?,personal
21770,Yuppa,personal
21771,Wanna watch movie at wm? I feel restless today and I start work at 7.,personal
21772,Air ticket  <DECIMAL>  hotel  <#>,personal
21773,"Wah for 6D5N  still below 3k, good good",personal
21774,Hahah.. Ya.. Cool man.. And is deluxe villa.. with our own private pool!,personal
21775,"really, then must remember to bring our swimming gear",personal
21776,With breakfast n massage,personal
21777,hmmmm... massage for 4 pax?,personal
21778,Ya 1 free for 4,personal
21779,What is the pass word to yr e mail acc,personal
21780,Important! Quick!,personal
21781,lau-ka lol....,personal
21782,I meeting carol for lunch at Lot1 Tml. U free? =),personal
21783,"Hi violet, this sat can u b e projectionist? Can I arrange e briefing this sat at 7pm for all projectionists?",personal
21784,Yes on both.. :),personal
21785,"Ok,thanks.so we'll be using ya laptop.i'll inform e rest.:)",personal
21786,Kk.. Np..,personal
21787,Are you coming back for lunch?,personal
21788,No. Settly yr own lunch. Still in AMK. After this going to Kelvin office. u go print out our E-tickets from my e-mail,personal
21789,Print le.. Can cook fish? Or fish for tonight?,personal
21790,R u eating dinner,personal
21791,Ya,personal
21792,Then the fish keep for dinner,personal
21793,Mei Mei eating dinner,personal
21794,Kk.. Then I buy lunch..,personal
21795,She say no..,personal
21796,U can cook half of one plate,personal
21797,She cooking her salmon.. But I want mine for dinner.. So i'm still buying lunch..,personal
21798,Know anyone keen to buy a cheap 2nd hand mac-book pro? Os x leopard,personal
21799,Minor limitations?,personal
21800,"Battery needs to be replaced. vga output unstable, fire wire port not working (can use express card slot to get firewire if really need)",personal
21801,Haha.. How much you selling?,personal
21802,Probably around $ <#>  to $  <#>,personal
21803,Wow that's cheap.. Try putting it on eBay?,personal
21804,Heyhey.. Didn't know you were admitted to the hospital.. Hope you are feeling better and take care yea! :) love ya! :),personal
21805,Thanks violet! :),personal
21806,":( i got gastric flu, pray for me kay! Thanks.",personal
21807,Kk.. Take care! :),personal
21808,Dun have your bj ice cream lehs.. How? What flavor?,personal
21809,Where you?,personal
21810,Wait for  <#>,personal
21811,"Could you take over me tonight? I'll teach them next week, I'm not feeling that well.. Ask Zhong to bring his laptop.. I'm so sorry..",personal
21812,Hav u told zhong to bring laptop?,personal
21813,No I didn't.. Do you want me to?,personal
21814,Can u tell him.thanks.,personal
21815,"Hi Zhong, could you bring your laptop today for yam? I'm not feeling too well, so I can't come today..",personal
21816,He didn't reply me.. Hmmm..,personal
21817,"Hihi, are you going yam?",personal
21818,Nvr mind..i sms him too,personal
21819,Yea..of cos..why?,personal
21820,Could you bring zhong's laptop tonight.. Zhong is resting is it? I msged him he didn't reply.. I can't go today.. I think not enough rest last night.. Not feeling too well today..,personal
21821,You're on duty today and you're supposedly briefing the projectionists right? Could you inform Candice abt it and either find yourself a swop or get Candice to do it? I'll bring the laptop..,personal
