,text,target
2560,still getting goods,ham
2561,maybe pressies,ham
2562,yeah leave maybe ish,ham
2563,k k also fine complete course,ham
2564,sea lays rock rock envelope envelope paper paper words,ham
2565,told dr appt next week thinks gon na die told check nothing worried listen,ham
2566,room need,ham
2567,dont want hear anything,ham
2568,hey leave friday wait ask superior tell,ham
2569,ultimately tor motive tui achieve korli,ham
2570,work timing,ham
2571,worry finished march ish,ham
2572,house water dock boat rolled newscaster dabbles jazz flute behind wheel,ham
2573,congrats mobile g videophones r call videochat wid ur mates play java games dload polyph music noline rentl bx ip p,spam
2574,next amazing xxx picsfree video sent enjoy one vid enough day text back keyword picsfree get next video,spam
2575,thats going ruin thesis,ham
2576,sch neva mind u eat st lor,ham
2577,hey whats u sleeping morning,ham
2578,erm thought contract ran th october,ham
2579,dunno lets go learn pilates,ham
2580,u subscribed best mobile content service uk per ten days send stop helpline,spam
2581,yup elaborating safety aspects issues,ham
2582,free tarot texts find love life try free text chance free msgs,spam
2583,goodmorning today late hr,ham
2584,hi happy birthday hi hi hi hi hi hi hi,ham
2585,outside office take,ham
2586,respond imma assume still asleep imma start calling n shit,ham
2587,aight see bit,ham
2588,superior telling friday leave department except leave way call waheed fathima hr conform,ham
2589,join uk horniest dogging service u sex nite sign follow instructions txt entry nyt ec lp msg p,spam
2590,lol take member said aunt flow visit months cause developed ovarian cysts bc way shrink,ham
2591,still work going small house,ham
2592,friend got says upping order grams got lt gt get,ham
2593,tmr timin still da wat cos got lesson,ham
2594,thing apes u fight death keep something minute u let go thats,ham
2595,sunshine quiz wkly q win top sony dvd player u know country liverpool played mid week txt ansr sp tyrone,spam
2596,gon na able late notice home weeks anyway plans,ham
2597,got fujitsu ibm hp toshiba got lot model say,ham
2598,okie thanx,ham
2599,gosh pain spose better come,ham
2600,usual iam fine happy amp well,ham
2601,okie,ham
2602,gon na get rimac access,ham
2603,im arestaurant eating squid wan na dosomething late,ham
2604,call times job today ok umma ask speed,ham
2605,hello u call wen u finish wrk fancy meetin wiv u tonite need break dabooks hrs last nite today wrk,ham
2606,r u sam p eachother meet go house,ham
2607,yeah lol luckily starring role like,ham
2608,hello madam,ham
2609,awesome text restocked,ham
2610,usual iam fine happy amp well,ham
2611,knock knock txt whose enter r weekly draw gift voucher store yr choice cs www tkls com age stoptxtstop week,spam
2612,yes innocent fun,ham
2613,thanks sending mental ability question,ham
2614,sir hope day going smoothly really hoped wont bother bills settle month extra cash know challenging time also let know,ham
2615,marrow wed lt gt aha,ham
2616,went ur hon lab one,ham
2617,cant pick phone right pls send message,ham
2618,hey pple nights excellent location wif breakfast hamper,ham
2619,forwarded hi mailbox messaging sms alert matches please call back retrieve messages matches cc p min,spam
2620,come,ham
2621,lol nah bad thanks good b home quite reality check hows ur day u anything website,ham
2622,ok lor,ham
2623,coming home dinner,ham
2624,da al r lt gt,ham
2625,free ring tone text polys every week get new tone yrs wk,spam
2626,unni thank dear recharge rakhesh,ham
2627,know lacking particular dramastorm details part worried,ham
2628,haha cant tmr forfeit haha,ham
2629,hey glad u r better hear u treated urself digi cam good r pm fab new year c u coupla wks,ham
2630,way going back,ham
2631,urgent mobile xxx bonus caller prize nd attempt reach call asap box n qp ppm,spam
2632,cal sir meeting,ham
2633,love hear v see sundayish,ham
2634,sorry da thangam sorry held prasad,ham
2635,tiwary rcb battle bang kochi,ham
2636,thank god bed,ham
2637,cancer moms making big deal regular checkup aka pap smear,ham
2638,gobi arts college,ham
2639,wants talk,ham
2640,pandy joined w technologies today got job,ham
2641,guaranteed latest nokia phone gb ipod mp player prize txt word collect ibhltd ldnw h p mtmsgrcvd,spam
2642,try get lost fact tee hee,ham
2643,hi spoke maneesha v like know satisfied experience reply toll free yes,ham
2644,friends use call,ham
2645,sorry call later,ham
2646,em olowoyey usc edu great time argentina sad secretary everything blessing,ham
2647,taxt massage tie pos argh ok lool,ham
2648,hi please get lt gt dollar loan pay back mid february pls,ham
2649,might want pull case plan spending much confidence derek taylor money management,ham
2650,like shaking booty dance floor,ham
2651,text get call phones problems,ham
2652,need drug anymore,ham
2653,sorry da thought calling lot times lil busy call noon,ham
2654,sarcasm nt scarcasim,ham
2655,great run ttyl,ham
2656,feel like trying kadeem v,ham
2657,dai lt gt naal eruku,ham
2658,yet chikku wat abt u,ham
2659,ok,ham
2660,want finally lunch today,ham
2661,know dad back,ham
2662,hello darling today would love chat dont tell look like sexy,spam
2663,free st week nokia tone ur mob every week txt nokia get txting tell ur mates www getzed co uk pobox w wq norm p tone,spam
2664,remains bro amongst bros,ham
2665,r u meeting da ge nite tmr,ham
2666,nice day impressively sensible went home early feel fine boring remember,ham
2667,de looking good,ham
2668,wan na get laid nite want real dogging locations sent direct ur mobile join uk largest dogging network txt park nyt ec lp msg,spam
2669,tried contact response offer new nokia fone camcorder hit reply call delivery,spam
2670,yes replied mail going management office later plus bank later also wednesday,ham
2671,cool come like lt gt ish,ham
2672,super msg da nalla timing,ham
2673,good afternoon boytoy feeling today better hope good boy obedient slave please queen,ham
2674,ft good combination,ham
2675,sick needy want pouts stomps feet pouts stomps feet want slave want,ham
2676,train back northampton afraid,ham
2677,abj serving staying dad alone,ham
2678,playng doors game gt racing phone lol,ham
2679,new tones week include mcfly ab sara jorge shock smith switch order follow instructions next message,spam
2680,solve case man found murdered lt decimal gt lt gt afternoon wife called police police questioned everyone wife sir sleeping murder took place cook cooking gardener picking vegetables house maid went post office children went play neighbour went marriage police arrested murderer immediately reply reason u r brilliant,ham
2681,da bus going home,ham
2682,got call landline number asked come anna nagar go afternoon,ham
2683,okay chasing dream good next,ham
2684,yupz oredi booked slots weekends liao,ham
2685,urgent trying contact u todays draw shows prize guaranteed call land line claim c valid hrs,spam
2686,r many model sony ericson also der lt gt luks good bt forgot modl,ham
2687,okie,ham
2688,yes know cheesy songs frosty snowman,ham
2689,ya ok vikky vl c witin lt gt mins il reply u,ham
2690,sports fans get latest sports news str ur mobile wk free plus free tone txt sport www getzed co uk norm txt p,spam
2691,hey tmr meet bugis,ham
2692,urgent urgent free flights europe give away call b th sept take friend free call claim ba nnfwfly ppm,spam
2693,nice new shirts thing wear nudist themed mu,ham
2694,hey sexy buns day word morning ym think,ham
2695,whenever see still hook,ham
2696,nope going home go pump petrol lor like going rain soon,ham
2697,use foreign stamps whatever send,ham
2698,lost help,spam
2699,oh baby house come dont new pictures facebook,ham
2700,feb lt gt love u day send dis ur valued frnds evn comes back u gt married person u luv u ignore dis u lose ur luv evr,ham
2701,hiya sorry hav signal seen heard neither unusual put case get sort hugs snogs,ham
2702,omw back tampa west palm hear happened,ham
2703,yup already thanx printing n handing,ham
2704,freemsg fancy flirt reply date join uks fastest growing mobile dating service msgs rcvd p optout txt stop reply date,spam
2705,mean come chase stated watch many movies want,ham
2706,took tablets reaction morning,ham
2707,great new offer double mins double txt best orange tariffs get latest camera phones free call mobileupd free stoptxt cs,spam
2708,nah perpetual dd,ham
2709,sorry de went shop,ham
2710,hope enjoyed new content text stop unsubscribe help p provided tones co uk,spam
2711,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da,ham
2712,hey still want go yogasana coz end cine go bathe hav steam bath,ham
2713,nope drivin neva develop da photos lei,ham
2714,thinking going reg pract lessons flung advance haha wat time u going,ham
2715,cool lt gt inches long hope like big,ham
2716,house maid murderer coz man murdered lt gt th january public holiday govt instituitions closed including post office understand,ham
2717,okie thanx,ham
2718,days euro kickoff u kept informed latest news results daily unsubscribe send get euro stop,spam
2719,go n buy juz buy get lar,ham
2720,ok lor,ham
2721,working technical support voice process,ham
2722,justbeen overa week since broke already brains going mush,ham
2723,tunde wishing great day abiola,ham
2724,nope c,ham
2725,medical missions nigeria,ham
2726,movies laptop,ham
2727,whatsup dont u want sleep,ham
2728,urgent please call landline cash luxury canary islands holiday await collection cs sae award aq ppm,spam
2729,urgent please call landline complimentary lux costa del sol holiday cash await collection ppm sae cs james eh rr,spam
2730,havent lei next mon,ham
2731,mm feeling sleepy today shall get dear,ham
2732,dare stupid wont tell anything hear wont talk,ham
2733,noe ben going,ham
2734,mag meeting avo point,ham
2735,meant middle left right,ham
2736,really crashed cuddled sofa,ham
2737,hi chachi tried calling u unable reach u pl give missed cal u c tiz msg kanagu,ham
2738,sent prices mean lt gt g,ham
2739,much buzy,ham
2740,nothing,ham
2741,know u u know send chat let find p msg rcvd hg suite lands row w j hl ldn years,spam
2742,working ringing u thing whole houseful screaming brats pulling hair loving u,ham
2743,family responding anything room went home diwali one called coming makes feel like died,ham
2744,tick tick tick babe,ham
2745,r going today meeting,ham
2746,k da many page want,ham
2747,ya onion roast,ham
2748,send number give reply tomorrow morning said like ok,ham
2749,said problem let know,ham
2750,ok tell half hr b u come need prepare,ham
2751,play w computer aiyah tok u lor,ham
2752,sat right okay thanks,ham
2753,derp worse dude always wants party dude files complaint three drug abusers lives,ham
2754,ok chinese food way get fat paying lipo,ham
2755,r outside already,ham
2756,good trip watch remember get back must decide easter,ham
2757,yo watching movie netflix,ham
2758,time prob,ham
2759,meh thgt clash really ah dun mind dun seen lost weight gee,ham
2760,dont thnk wrong calling us,ham
2761,sure night menu know noon menu,ham
2762,arr birthday today wish get oscar,ham
2763,say slowly god love amp need clean heart blood send ten special people amp u c miracle tomorrow pls pls,ham
2764,open rebtel firefox loads put plus sign user name place show two numbers lower number number pick number pin display okay,ham
2765,picking various points,ham
2766,married local women looking discreet action real matches instantly phone text match msg cost p stop txt stop bcmsfwc n xx,spam
2767,wow v v impressed funs shopping,ham
2768,way ur home,ham
2769,burger king wan na play footy top stadium get burger king st sept go large super coca cola walk winner,spam
2770,problem talk later,ham
2771,ur sis,ham
2772,still customer place,ham
2773,come takes little time child afraid dark become teenager wants stay night,spam
2774,dude u knw also telugu thts gud k gud nyt,ham
2775,confirm eating esplanade,ham
2776,send id password,ham
2777,kind took garage centre part exhaust needs replacing part ordered n taking fixed tomo morning,ham
2778,ur chance win cash every wk txt action c www movietrivia tv custcare x p wk,spam
2779,well might come,ham
2780,long quit get like minutes day,ham
2781,likely called mittelschmertz google dont paracetamol dont worry go,ham
2782,well right gon na get check today steam sales pee text want come get,ham
2783,arrived see couple days lt,ham
2784,k wat tht incident,ham
2785,yeah get unlimited,ham
2786,cthen thk shd b enuff still got conclusion n contents pg n references b da contents pg n cover pg,ham
2787,forgot takes years shower sorry phone dead yet,ham
2788,got wat buy tell us need come,ham
2789,big god bring success,ham
2790,u bin awarded play instant cash call claim every th player wins min optout,spam
2791,r stayin extra week back next wed rugby weekend hi c u soon ham,ham
2792,campus library,ham
2793,affidavit says lt gt e twiggs st division g courtroom lt gt lt time gt double check text tomorrow,ham
2794,creep,ham
2795,tell friends plan valentines day lt url gt,ham
2796,get ten billion calls texts help god,ham
2797,purity friendship two smiling reading forwarded message smiling seeing name gud evng musthu,ham
2798,told returned order,ham
2799,house maid murderer coz man murdered lt gt th january public holiday govt instituitions closed including post office,ham
2800,depends u going lor,ham
2801,smile right go world wonder smiling think crazy keep away grins,ham
2802,freemsg fav xmas tones reply real,spam
2803,lil fever fine,ham
2804,think still car,ham
2806,december mobile mths entitled update latest colour camera mobile free call mobile update co free,spam
2807,yes princess want catch big strong hands,ham
2808,oh yeah forgot u take shopping,ham
2809,mm asked call radio,ham
2810,thinkin someone good drugs,ham
2811,say slowly god love amp need clean heart blood send ten special people amp u c miracle tomorrow pls pls,ham
2812,enjoy showers possessiveness poured u ur loved ones bcoz world lies golden gift loved truly,ham
2813,alright sure let know leaving,ham
2814,lasting much hours might get lucky,ham
2815,genius brother pls send number skype,ham
2816,gr poly tones mobs direct u rply poly title eg poly breathe titles crazyin sleepingwith finest ymca getzed co uk pobox w wq p,spam
2817,thk em find wtc far weiyi goin e rest dunno yet r ur goin dinner den might b able join,ham
2818,forget owns private property good boy always passionate kiss,ham
2819,interflora late order interflora flowers christmas call place order midnight tomorrow,spam
2820,oh god taken teeth paining,ham
2821,romcapspam everyone around responding well presence since warm outgoing bringing real breath sunshine,spam
2822,u ask darren go n pick u lor oso sian tmr haf meet lect,ham
2823,need buy lunch eat maggi mee,ham
2824,congratulations thanks good friend u xmas prize claim easy call p per minute bt national rate,spam
2825,ok lor,ham
2826,oh right ok make sure loads work day got really nasty cough today dry n shot really help,ham
2827,wife knew time murder exactly,ham
2828,send logo ur lover names joined heart txt love name name mobno eg love adam eve yahoo pobox w wq txtno ads p,spam
2829,howz persons story,ham
2830,thanx sending home,ham
2831,normally hot mail com see,ham
2832,tkts euro cup final cash collect call b pobox ppm,spam
2833,u sick still go shopping,ham
2834,ya well fine bbd pooja full pimples even become quite black ur rite cold wearing sweatter,ham
2835,nice nice working,ham
2836,reach home call,ham
2837,trying find chinese food place around,ham
2838,easy mate guess quick drink bit ambitious,ham
2839,babe miiiiiiissssssssss need crave geeee sad without babe love,ham
2840,ok thanx,ham
2841,aathi dear,ham
2842,tunji queen wishing great day abiola,ham
2843,today iz yellow rose day u love frndship give misscall amp send ur frndz amp see many miss calls u get u get missed u marry ur lover,ham
2844,class hours sorry,ham
2845,wat time u finish ur lect today,ham
2846,free message jamster get crazy frog sound poly text mad real text mad crazy sounds gbp week c apply,spam
2848,chance reality fantasy show call p per min ntt ltd po box croydon cr wb national rate call,spam
2849,fine good hear dear happy new year oh,ham
2850,going wipro interview today,ham
2851,tall princess,ham
2852,doubt could handle times per night case,ham
2853,haha hope hear receipt sound gd luck,ham
2854,gon na death gon na leave note says robs fault avenge,ham
2855,japanese proverb one u none u must indian version one let none leave finally kerala version one stop none make strike,ham
2856,today workin free oso gee thgt u workin ur fren shop,ham
2857,life face choices toss coin becoz settle question coin air u know heart hoping gudni,ham
2858,know god created gap fingers one made comes amp fills gaps holding hand love,ham
2859,want kiss feel next,ham
2860,happy saying,ham
2861,adult content video shortly,spam
2862,ok would b lovely u r sure think wot u want drinkin dancin eatin cinema u wot,ham
2863,saying explicitly told nora know someone probably gon na bother,ham
2864,says hi get ass back south tampa preferably kegger,ham
2865,smith waste da wan na gayle,ham
2866,mum sent many many messages since got want know actually getting enjoy rest day,ham
2867,aight tomorrow around lt gt,ham
2868,house maid murderer coz man murdered lt gt th january public holiday govt instituitions closed including post office understand,ham
2869,chance reality fantasy show call p per min ntt ltd po box croydon cr wb national rate call,spam
2870,actually first time went bed long spoke woke night,ham
2871,see,ham
2872,dont understand message,ham
2873,crucify c told earlier,ham
2874,idk keep saying since moved keep butting heads freedom vs responsibility tired much shit deal barely keeping together gets added,ham
2875,fuck cedar key fuck come anyway tho,ham
2876,twenty past five said train durham already coz reserved seat,ham
2877,hey boys want hot xxx pics sent direct ur phone txt porn hrs free p per day stop text stopbcm sf wc n xx,spam
2878,u still painting ur wall,ham
2879,last chance claim ur worth discount vouchers today text shop savamob offers mobile cs savamob pobox uz sub,spam
2880,printer cool mean groovy wine groovying,ham
2881,hi harish rent transfred ur acnt,ham
2882,anything lor coming,ham
2883,cbe really good nowadays lot shop showrooms city shaping good,ham
2884,still attending da talks,ham
2885,probs hon u doinat mo,ham
2886,k take care,ham
2887,take phone callon friday assume year,ham
2888,battery low babe,ham
2889,shuhui bought ron present swatch watch,ham
2890,yeah quite bit left swing tomorrow get,ham
2891,babe said hours almost internet,ham
2892,k sure get noon see,ham
2893,k k yesterday cbe,ham
2894,went ganesh dress shop,ham
2895,pdate double mins txts orange tariffs latest motorola sonyericsson nokia bluetooth free call mobileupd call optout yhl,spam
2896,collecting ur laptop going configure da settings izzit,ham
2897,r home come within min,ham
2898,aight latest probably closer jay tyler two trips,ham
2899,come aftr lt decimal gt cleaning house,ham
2900,ur cash balance currently pounds maximize ur cash send cash p msg cc po box tcr w,spam
2901,bill letters expecting one orange bill may still say orange,ham
2902,tell pa pain de,ham
2903,hi darlin hope nice night wish come cant wait see love fran ps want dirty anal sex want man gang bang,ham
2904,ha know either clever simple thing pears day perfect christmas,ham
2905,helloooo wake sweet morning welcomes enjoy day full joy gud mrng,ham
2906,alrite,ham
2907,must sit around wait summer days celebrate magical sight worlds dressed white oooooh let snow,ham
2908,urgent mobile number awarded prize guaranteed call land line claim valid hrs,spam
2909,guys go see movies side,ham
2910,sorry meeting call later,ham
2911,tell thinking plus going stop runs,ham
2912,kindly send one flat lt decimal gt today,ham
2913,sorry u unsubscribe yet mob offer package min term weeks pls resubmit request expiry reply themob help info,spam
2914,nothing lor bit bored dun u go home early sleep today,ham
2915,time tell friend around,ham
2916,yes fine love safe,ham
2917,thanks chikku gud nyt,ham
2918,xy ur car u picking,ham
2919,thanx time spent geva bin mint ur baby want u xxxx,ham
2920,yo way could pick something tonight,ham
2921,sent send,ham
2922,fine simply sitting,ham
2923,thts god gift birds humans hav natural gift frm god,ham
2924,coming day class,ham
2925,im done studyn library,ham
2926,ok u enjoy ur shows,ham
2927,anything,ham
2928,wuld without baby thought alone mite break wan na go crazy everyboy needs lady xxxxxxxx,ham
2929,wat dear sleeping ah,ham
2930,hi test lt gt rd,ham
2931,students solved cat question xam lt gt lt gt lt gt tell answer u r brilliant thing got answr,ham
2932,yo know anyone lt gt otherwise able buy liquor guy flaked right get hold somebody loko night,ham
2933,yup n fren lor meeting fren,ham
2934,yeah got one lined us,ham
2935,stop wondering wow ever going stop tm ing tm whenever want mine laughs,ham
2936,lol yep yesterday already got fireplace another icon sitting,ham
2937,hey booked pilates yoga lesson already haha,ham
2938,ok happen behave like,ham
2939,new message please call,spam
2940,supervisor find one lor thk students havent ask yet tell u aft ask,ham
2941,hello news job making wait fifth week yeah im woozles weasels exeter still home,ham
2942,message responce happend,ham
2943,currently message awaiting collection collect message call,spam
2944,hey babe sorry get sooner gary come fix cause thinks knows go far ptbo says cost lt gt bucks know might cheaper find someone second hand machines right let know want babe,ham
2945,make fucks sake x,ham
2946,leave u always ignorant,ham
2947,nope b going sch fri quite early lor cos mys sis got paper da morn,ham
2948,bruce b downs amp fletcher,ham
2949,said would woke,ham
2950,hey free call,ham
2951,tell whos pls,ham
2952,urgent mobile awarded bonus caller prize final attempt contact u call,spam
2953,think might give miss teaching til twelve lecture two damn working thing,ham
2954,id check like bowls worth left,ham
2955,yes many sweets,ham
2956,would still cozy exhausted last night nobody went school work everything closed,ham
2957,u secret admirer reveal thinks u r special call opt reply reveal stop per msg recd cust care,spam
2958,buzzzz grins buzz ass buzz chest buzz cock keep phone vibrator feel shake,ham
2959,sir send group mail check,ham
2960,da intro covers energy trends n pros n cons brief description nuclear fusion n oso brief history iter n jet got abt n half pages,ham
2961,none nowhere ikno doesdiscount shitinnit,ham
2962,dont know jabo abi,ham
2963,ever notice driving anyone going slower idiot everyone driving faster maniac,spam
2964,yet ya sapna aunty manege day hogidhe chinnu full weak swalpa black agidhane,ham
2965,good baby,ham
2966,neft transaction reference number lt gt rs lt decimal gt credited beneficiary account lt gt lt time gt lt gt,ham
2967,mostly sports type lyk footbl crckt,ham
2968,head dey swell oh thanks making day,ham
2969,u make fb list,ham
2970,height confidence aeronautics professors wer calld amp wer askd sit aeroplane aftr sat wer told dat plane ws made students dey hurried plane bt didnt move said made students,ham
2971,sary need tim bollox hurt lot tol,ham
2972,happy new year princess,ham
2973,text carlos let know hang,ham
2974,worry easy ingredients,ham
2975,love u little pocy bell sorry love u,ham
2976,ok omw castor,ham
2977,yar lor keep raining non stop u wan go elsewhere,ham
2978,xmas offer latest motorola sonyericsson nokia free bluetooth dvd double mins txt orange call mobileupd call optout qf,spam
2979,u mean u almost done done wif sleeping tot u going take nap yup send liao picking ard smth lor,ham
2980,wonders world th th ur style th ur smile th ur personality rd ur nature nd ur sms st ur lovely friendship good morning dear,ham
2981,tonight yeah,ham
2982,eat fo lunch senor,ham
2983,said right giggle saw u would possibly first person die nvq think much could,ham
2984,break time one come n get stuff fr,ham
2985,reply win weekly professional sport tiger woods play send stop end service,spam
2986,see see maybe reboot ym seen buzz,ham
2987,still grinder,ham
2988,polyphonic tone ur mob every week txt pt st tone free get txtin tell ur friends p tone reply hl info,spam
2989,love decision feeling could decide love life would much simpler less magical,ham
2990,hot live fantasies call p per min ntt ltd po box croydon cr wb national rate call,spam
2991,k see k,ham
2992,list buyers,ham
2993,idea guess work hour supposed leave since usual nobody interest figuring shit last second,ham
2994,mm entirely sure understood text hey ho weekend,ham
2995,released vday shirts u put makes bottom half naked instead white underwear,ham
2996,know watching film computer,ham
2997,b thursday,ham
2998,oh phone phoned disconnected,ham
2999,id onluy matters getting offcampus,ham
3000,message free welcome new improved sex dogging club unsubscribe service reply stop msgs p,spam
3001,excellent see riley plans,ham
3002,see half hour,ham
3003,tkts euro cup final cash collect call b pobox ppm,spam
3004,ew one,ham
3005,also hi wesley,ham
3006,ah see lingo let know wot earth finished making,ham
3007,loan purpose homeowners tenants welcome previously refused still help call free text back help,spam
3008,update mths half price orange line rental mins call mobileupd call optout j q,spam
3009,imagine life without see fast u searching worry l always disturb u goodnoon,ham
3010,hm good morning headache anyone,ham
3011,yeah probs last night obviously catching speak soon,ham
3012,free unlimited hardcore porn direct mobile txt porn get free access hrs chrgd p per day txt stop exit msg free,spam
3013,might go sch yar e salon v boring,ham
3014,lt gt mins stop somewhere first,ham
3015,lt gt fast approaching wish u happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day happy friendship mother father teachers childrens day amp happy birthday u happy ganesh festival happy dasara happy diwali happy christmas lt gt good mornings afternoons evenings nights rememberi first wishing u raj,ham
3016,one joys lifeis waking daywith thoughts somewheresomeone cares enough tosend warm morning greeting,ham
3017,get second half message,ham
3018,wat time u wan meet later,ham
3019,thank much selflessness love plenty,ham
3020,film ill call later,ham
3021,dare change ring,ham
3022,bad girl lady,ham
3023,love ya try budget money better babe gary would freak knew,ham
3024,part initiate understand,ham
3025,finished lunch already u wake already,ham
3026,still game,ham
3027,got tallent wasting,ham
3028,record one night,ham
3029,also sir sent email log usc payment portal send another message explain things back home great weekend,ham
3030,gon na let know cos comes bak holiday day coming get text number,ham
3031,jokin lar depends phone father get lor,ham
3032,aight lem know,ham
3033,get ready lt gt inches pleasure,ham
3034,raji pls favour pls convey birthday wishes nimya pls today birthday,ham
3035,ok feel like john lennon,ham
3036,cos darren say considering mah ask,ham
3037,bothering trust answers pls,ham
3038,wishing family merry x mas happy new year advance,ham
3039,one day crab running sea shore waves came n cleared footprints crab crab asked frnd r u clearing beautiful footprints waves replied fox following ur footprints catch thats cleared frndsship never lets u dwn gud nyt,ham
3040,aight time want come,ham
3041,slaaaaave must summon time wish come anymore,ham
3042,bill thats bad,ham
3043,let know changes next hrs even appendix age range however impossible chill let know hrs,ham
3044,hello yeah got bath need hair come done yeah,ham
3045,weather,ham
3046,ok much though h friday cant wait dunno wot hell im gon na another weeks become slob oh wait already done,ham
3047,die e toot fringe,ham
3048,lol know awesome phone could click delete right want,ham
3049,ok,ham
3050,awesome question cute answer someone asked boy ur life smiled amp answered fine gudnite,ham
3051,please leave topic sorry telling,ham
3052,pls send correct name da,ham
3053,happened yo date,ham
3054,eastenders tv quiz flower dot compare violet e tulip f lily txt e f chance win cash wkent p,spam
3055,webpage available,ham
3056,woke yeesh late fall asleep til lt gt,ham
3057,unsubscribed services get tons sexy babes hunks straight phone go http gotbabes co uk subscriptions,spam
3058,dear know lt gt th lt gt th birthday loving gopalettan planning give small gift day like participate welcome please contact admin team details,ham
3059,k k tomorrow onwards started ah,ham
3060,u talking bout early morning almost noon,ham
3061,fine remember,ham
3062,hi babe jordan r u im home abroad lonely text back u wan na chat xxsp visionsms com text stop stopcost p,spam
3063,ok many buy,ham
3064,sounds good keep posted,ham
3065,get brand new mobile phone agent mob plus loads goodies info text mat,spam
3066,ok april cant wait,ham
3067,boy best get yo ass quick,ham
3068,ay wana meet sat wkg sat,ham
3069,wait till bus pick,ham
3070,apart one told yesterday,ham
3071,ok lor buy wat,ham
3072,somebody go andros steal ice,ham
3073,know msg recently,ham
3074,take us shopping mark distract isaiah,ham
3075,mum hope great day hoping text meets well full life great day abiola,ham
3076,sense foot penis,ham
3077,okay thought expert,ham
3078,deep sigh miss really surprised gone net cafe yet get miss,ham
3079,thinl role like sachin standing others hit,ham
3080,great trip india bring light everyone project everyone lucky see smile bye abiola,ham
3081,importantly discuss u,ham
3082,k k training process,ham
3083,ok lor ned go toa payoh return smth u wan send wat,ham
3084,da car park,ham
3085,wish holding tightly making see important much mean much need life,ham
3086,asked anthony dad bf,ham
3087,wnevr wana fal luv vth books bed fals luv vth yen madodu nav pretsorginta nammanna pretsovru important alwa gud eveb,ham
3088,today sunday sunday holiday work,ham
3089,going take bath ill place key window,ham
3090,lord rings return king store reply lotr june chance win lotr soundtrack cds stdtxtrate reply stop end txts,spam
3091,dear take care reaching home love u lot,ham
3092,staff science nus edu sg phyhcmk teaching pc,ham
3093,emigrated something ok maybe bit hopeful,ham
3094,olol printed forum post guy exact prob fixed gpu replacement hopefully dont ignore,ham
3095,walked moms right stagwood pass right winterstone left victors hill address lt gt,ham
3096,yo jp hungry like mofo,ham
3097,creepy crazy,ham
3098,ok din get ur msg,ham
3099,tessy pls favor pls convey birthday wishes nimya pls dnt forget today birthday shijas,ham
3100,pathaya enketa maraikara pa,ham
3101,even friend priest call,ham
3102,u lousy run already come back half dead hee,ham
3103,said bad dat e gals know u wat u,ham
3104,remind hrs,ham
3105,hoping would send message rent due dont enough reserves completely gone loan need hoping could balance lt gt way could get till mid march hope pay back,ham
3106,hi happy new year dont mean intrude pls let know much tuition paid last semester much semester thanks,ham
3107,hello hun ru way im good dates guy met walkabout far meet soon hows everyone else,ham
3108,lol gon na last month cashed left lt gt case collecting week cause announced blog,ham
3109,good luck draw takes place th feb good luck removal send stop customer services,spam
3110,short cute good person,ham
3111,decided yet eh,ham
3112,wat time liao still got,ham
3113,yes watching footie worried going blow phil neville,ham
3114,wait inside da car park,ham
3115,uncle abbey happy new year abiola,ham
3116,free call pa,ham
3117,r u saying order slippers cos pay returning,ham
3118,stop knowing well,ham
3119,good evening roger,ham
3120,small problem auction punj asking tiwary,ham
3121,free entry weekly comp chance win ipod txt pod get entry std txt rate c apply details,spam
3122,telling tell one treat hi hi hi,ham
3123,uncles atlanta wish guys great semester,ham
3124,st wk free gr tones str u wk txt nokia classic nokia tones hit polys nokia p poly p,spam
3125,u coming pick,ham
3126,thats cool liked photos sexy,ham
3127,would u fuckin believe didnt know thurs pre booked cancelled needs b sacked,ham
3128,haha better late ever way could swing,ham
3129,ok finish,ham
3130,lookatme thanks purchase video clip lookatme charged p think better send video mmsto,spam
3131,barred b q stores life twat orange dungerees came asked wanted decking got first punch,ham
3132,messages food,ham
3133,ok going sleep hope meet,ham
3134,wat makes people dearer de happiness dat u feel u meet de pain u feel u miss dem,ham
3135,let know details fri u find cos tom fri mentionned chinese thanks,ham
3136,right think,ham
3137,wat r u,ham
3138,ur lecture,ham
3139,sexy sexy cum text im wet warm ready porn u fun msg free recd msgs p inc vat cancel text stop,spam
3140,customer place call,ham
3141,planned yet going join company jan know happen,ham
3142,boy love u grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli mutai eerulli kodthini grl love u kano,ham
3143,haha heard text around,ham
3144,get tomorrow send,ham
3145,shit babe thasa bit messed yeh,ham
3146,oh thats late well good night give u call tomorrow iam going go sleep night night,ham
3147,cheers u tex mecause u werebored yeah okden hunny r uin wk sat sound likeyour havin gr fun j keep updat countinlots loveme xxxxx,ham
3148,sorry meeting call later,ham
3149,yo howz u girls never rang india l,ham
3150,yeah worse,ham
3151,hard live chat p min choose girl connect live call cheap chat uk biggest live service vu bcm wc n xx,spam
3152,tagged friends seemed count friends,ham
3153,heard u call rude chat private line cum wan c pics gettin shagged text pix end send stop sam xxx,spam
3154,ok,ham
3155,long time remember today,ham
3156,havent shopping lor juz arrive,ham
3157,thank u better work cause feel used otherwise,ham
