,text,target
33076,Haha pwa no need to study la. Do practical jiu okay de.,ham
33077,Lol oh yeah. Anything la lol.,ham
33078,"Lol i have no idea why would you ask me that question but yes, he can join.",ham
33079,Oh? Im going to take bus to tpy then circle line to marymount.,ham
33080,Lol i just woke up only.,ham
33081,Hahaha about  <DECIMAL> ? Im taking  <#>  now.,ham
33082,Wah so late? Haha you want to wait for me eh? Im still waiting for bus dey.,ham
33083,<#>   <#>,ham
33084,Haha can i have a bottle of lemon tea? My throat is killing me.,ham
33085,Heh thanks alot! :-D,ham
33086,Hahaha die lo. Bobian.,ham
33087,Haha let me tell my uncle first bah. If he's interested jiu okay.,ham
33088,Yup.,ham
33089,Haha i never sign up eh.,ham
33090,Im sorry. You get it from cally bah lol,ham
33091,Hahaha okay!,ham
33092,Hahahaha oh yeah you brought them just now?,ham
33093,Lol bring them the next  time we meet. I will be able to solve it. XD,ham
33094,Lol woo okay. I will see if i can get information on it. Heh,ham
33095,Haha oh no! I should be studying later instead. No no you willresearch on it. XD,ham
33096,Heh alright you too! Good night! :-D,ham
33097,Hmm not too bad i guess. I had some volunteers to get the camp comm positions.,ham
33098,Hmm for now i think i need to get the proposal approved first. So imstill waiting for lynette to complete her games first. After approvalthen i will look for you bah. :-D,ham
33099,Chances quite high because they need it. But he will have doubts onthe credibility of the company.,ham
33100,Hey it's lt <#> b. I booked at 6pm but start at 7 please.,ham
33101,Haha okay i tell him that.,ham
33102,LOL awesome! You left it on your sofa or something?,ham
33103,Oh? Think so bah lol,ham
33104,Lol next time buy more ezlink cards and put in your different bags.,ham
33105,Nope. Dont think got problem.,ham
33106,Nope mine has no problem.,ham
33107,Hahaha provided you remember to bring out. XD,ham
33108,Lol im reminding you eh.,ham
33109,HAHAHAHA OH YA LOL happy squeezing through. :-D,ham
33110,Haha oops im sorry. But my card will always be in my wallet. And mywallet will always be in my pocket. Never will forget to bring out:-D,ham
33111,YES IM DYING AT HOME. NO STATIONERIES TO USE,ham
33112,Hu? Who's hu?,ham
33113,What?! Lol go where buy?,ham
33114,Haha 不顺路. One left and one right.,ham
33115,Where are you all now? Later we eating dinner together?,ham
33116,Lol you all at city square mall right?,ham
33117,Okay i will arrive at  <DECIMAL> . I go help ah ma buy dinner first.,ham
33118,Yo wanna join xt and eve and moi for dinna?,ham
33119,Yo wanna join xt and eve and moi for dinna?,ham
33120,Hahaha come only eh. Join us. But dont have to eat.,ham
33121,Haha alright.,ham
33122,Awwwwwwwwwwwww you can have snacks!,ham
33123,Awwwwwwwwwwwww oh well. :-(,ham
33124,Lol probably it's the adult card problem.,ham
33125,Hahaha why!!! What did i do?,ham
33126,Wah wah okay lo. I shall blame my mum for giving birth to a 欠扁 son.,ham
33127,Hahaha you know im always joking heh.,ham
33128,Heh such a goofy friend like me is hard to find. ^^,ham
33129,Hah no im not odd. Im just fun-loving lol,ham
33130,Lol smart? Hahaha maybe im more to quick-witted. :-D,ham
33131,Lol congratulations! Hahaha finally after so many months.,ham
33132,No eh it's okay. I will meet him on sunday.,ham
33133,No im having ct this week.,ham
33134,Haha thanks.,ham
33135,Heh today your lesson until what time?,ham
33136,Wah wah means you at home already eh.,ham
33137,Hahaha woo i see. Wah how can you determine your fate like this. Lolso unfair to him.,ham
33138,Haha like that also can eh. Lol okay interesting theory. Maybe ishould try someday too.,ham
33139,Haha riesling? Jacob's creek? Sound so familiar.,ham
33140,Lol is that biscuit?,ham
33141,Lol simi lai de.,ham
33142,"Woo if it's  <#>  de, still okay mah.",ham
33143,Lol what de. Haha you at bus stop just now?,ham
33144,Oh oh. No ct today?,ham
33145,Wow nice. Now my turn to die lol.,ham
33146,Lol thanks. All the best to you too. :-D,ham
33147,Haha same same tmr lol.,ham
33148,LOL never mind then. Let me sacrifice for the good of mankind.,ham
33149,Rofl simi sai. Haha yours out for buzz lightyear cartoon already.,ham
33150,Hahahaha okay i should go mug already. See you soon. :-D,ham
33151,Haha thanks vincent!,ham
33152,Dad are you at home? Can reheat the food for me?,ham
33153,Lol okay. I just finished my exams. You all meet what time?,ham
33154,Okay tell me the time again eh. I go home sleep first.,ham
33155,Haha maybe i can meet up with you all but im not eating.,ham
33156,Oh okay.,ham
33157,Not gonna call fabian?,ham
33158,Not meeting up?,ham
33159,Aww hmm alright bah.,ham
33160,Yes,ham
33161,Yo later  <#> am at your house mahjong can? Got lynette and xt.,ham
33162,Yo you woke up mah?,ham
33163,Yo you woke up mah?,ham
33164,Lol tian ah. I know the weather shiok right haha. Im on bus le btw.,ham
33165,Im on my way to your house le. Need me to get anything for you?,ham
33166,Woo haha awesome. I just smsed lynette and xt eh but xt like stillsleeping eh.,ham
33167,No didnt.,ham
33168,Lol okay.,ham
33169,Any bubble tea for you?,ham
33170,Honey green tea hor?,ham
33171,Hah okay. Prawn?,ham
33172,Hokay!,ham
33173,Any bubble tea for you?,ham
33174,Lol okay,ham
33175,Can no problem,ham
33176,Haha okay. What time google?,ham
33177,Why 6pm?,ham
33178,Lol imma playing mahjong eh,ham
33179,"Hycc? ,oo?:-P aha im :'(",ham
33180,Lol imma playing mahjong just now eh. Nv check. Sorry.,ham
33181,Yup. Ummm remind me to send you tonight please. Thanks,ham
33182,Ahh next monday i got outing le. :-(,ham
33183,Yeah 1pm to 7pm kbox. Then next go watch narnia.,ham
33184,:-(,ham
33185,Heh sorry ah. So you decided to add more rings to your collection?,ham
33186,Haha yes you should save up! Dont buy rings le lol,ham
33187,"Ya!! You are spending alot le. Some more next month got so manybirthdays haha, including your own birthday also eh.",ham
33188,Oh okay.,ham
33189,Haha okay!,ham
33190,Yo yo! Today exam fail riao :-(,ham
33191,Haha i didnt complete my codes on time.,ham
33192,Get ready to fail lo. Tsk tsk,ham
33193,"Oh ya. Later i meet you at iluma, probably 6pm can? Lol my classmateswant to go sakae buffet at 3pm. =X",ham
33194,Oh? I think it's module prize.,ham
33195,Haha where are you now?,ham
33196,Haha bought your glue gun already?,ham
33197,Lol i thought you wanna get your gun first.,ham
33198,Nopen,ham
33199,I not going down for astro today.,ham
33200,Awww really? You at iluma le arh?,ham
33201,Lol i at clementi mrt eh.,ham
33202,Aww okay bah. Im sorry for today :-(,ham
33203,Haha but still... Guilty mah. I said im going with you today but never.,ham
33204,Yo you all shopping now?,ham
33205,Oh oh. Then i go home sleep first bah.,ham
33206,Lol i have nothing to shop.,ham
33207,Haha i think i rest at home first bah. If you all meeting for supperthen call me bah.,ham
33208,Yeah i guess so.,ham
33209,Haha woah. Daniel got no supporters eh.,ham
33210,Oh he is m2?,ham
33211,Oops lol. Did you like vote for him also',ham
33212,Haha wooo okay. Anyway sakae was so shiok. Lol i can skip a day's dinner le.,ham
33213,Haha 难得一次 leh.,ham
33214,Noooooooo i didnt mean it. T.T i was at the mrt already then you saidyou were hungry. And i wanted koi also. :-(,ham
33215,Yo tonight you wanna play? Now only got cally and me.,ham
33216,Wah so late eh?,ham
33217,Oh oh okay.,ham
33218,Lol tmr morning then play eh.,ham
33219,No idea eh. I see how first bah.,ham
33220,"No eh it's okay. I still doing the budget too. You take your time, no rush.",ham
33221,No no if i need it urgently i will let you know. Everything stillneed to wait for the proposal to approve.,ham
33222,"Hey lynette, sorry for this abrupt message. I was doing the budgetand i realised i dont have the updated games for amazing race. Pleasesend to me when you are done, thanks alot! :-D",ham
33223,Okay,ham
33224,Jeff cant. Kenny says after  <#> .,ham
33225,Yo wanna meet for dinner?,ham
33226,Yo wanna meet for dinner?,ham
33227,Yo wanna meet for dinner?,ham
33228,Yo wanna meet for dinner?,ham
33229,Yo wanna meet for dinner?,ham
33230,Yo wanna meet for dinner?,ham
33231,No idea. Im in charge of asking only.,ham
33232,Haha no idea. Im in charge of asking only. Got suggestions?,ham
33233,输一分,ham
33234,Haha where de ramen?,ham
33235,Haha okay.,ham
33236,Where's cuppage?,ham
33237,Yeah sure. No problem.,ham
33238,Haha how much will it cost?,ham
33239,Lol wooo okay.,ham
33240,Yup we are. Lol next week will be spending alot eh. We should go forcheap food haha,ham
33241,Yeah i think so.,ham
33242,Hahaha cally said monday mah.,ham
33243,Yeah evelyn and cally said eat 田鸡粥.,ham
33244,Haha no idea eh. They still deciding i think.,ham
33245,Okay.,ham
33246,My mom? Vanessa?,ham
33247,Okay. She said can.,ham
33248,Lol yx never go find you meh.,ham
33249,Haha aww but they eating dinner at kallang eh.,ham
33250,Mahjong at my house dude.,ham
33251,Thanks ah. Jason not in singapore already.,ham
33252,Lol dont crap. Haha you want to play mah.,ham
33253,Basket i knew it.,ham
33254,I knew it! But we short of 1 player.,ham
33255,Yes you lazy asshole that is so lazy to come my house.,ham
33256,I reaching in 2 stops time lol.,ham
33257,Where are you?,ham
33258,Where are you?,ham
33259,Lol im here already.,ham
33260,Lol next time i wait for you to call me la. Everytime you also notfree and cheat my feelings also. :-(,ham
33261,You plan le then tell me lo.,ham
33262,"Yup, i ordered it last night l.",ham
33263,Nope no mahjong today.,ham
33264,Lol no problem. Haha you are really excited about the shoes eh.,ham
33265,Haha i see. Pray hard that you will receive it bah. Lol,ham
33266,Two to three working days. :-D,ham
33267,Haha kallang. Why eh?,ham
33268,Lol no eh just slacking.,ham
33269,Yo yo. Please buy a christmas present for ruyi. Budget $ <#> -$ <#> . :-D,ham
33270,"Haha i just picked it for you, so you can do your shopping tmr!",ham
33271,HAHHAHAHAHA YES! Lol good for you lo.,ham
33272,Eh havent check leh.,ham
33273,Lol havent also. Okay i will do it later.,ham
33274,Hee im playing mahjong le.,ham
33275,Haha yes you should!,ham
33276,Nope why eh?,ham
33277,Haha maybe he wants to buy present leh?,ham
33278,Haha yesterday lo.,ham
33279,Lol while you at the customs dey.,ham
33280,Lol really. No guessing.,ham
33281,Lol never mind. Btw tuesday wednesday you got class?,ham
33282,Haha date you out eh.,ham
33283,Oh ya. It's called 冬至 lol. Oh well i shall find others to shop with me.,ham
33284,Haha im teaching you leh.,ham
33285,Wah okay lo :-(,ham
33286,Do you think we are able to catch the movie @  <DECIMAL>  cineleisure?,ham
33287,<DECIMAL>  or  <DECIMAL> ?,ham
33288,"Oh okay. Then we shall watch  <DECIMAL>  de bah @ cineleisure. Pleasetell the rest, thanks! :-D",ham
33289,"Umm i think hongling, vanessa, ruyi, jiamin, jeff, lynette. You askeveryone bah.",ham
33290,Oh? Evening eh okay.,ham
33291,Oh oh. Take care eh. Good night and rest well. :-),ham
33292,Oh i had a talk with him today. He said he dont need the system fornow. Probably after chinese new year then purchase. If i got queriesthen i contact you again bah. :-),ham
33293,Hmm all the products are still the same?,ham
33294,Lol i mean the magnetic series. Haha what is the company name now?,ham
33295,"Dad my medicine finish le, can help me buy?",ham
33296,Okay what time he working today?,ham
33297,Oh okay. I wake him up later.,ham
33298,Can i have the interview tmr?,ham
33299,Lol vivo (y),ham
33300,Lol I wont be meeting him leh.,ham
33301,Lol you are part of it anyway haha,ham
33302,Sorry dad I will be out whole day.,ham
33303,:-o I think you text hongling bah. She's off only at 6pm.,ham
33304,Lol heng haha.,ham
33305,Hey can buy tickets for 6 people?,ham
33306,Yeah 6 eh. Got u me hl cal jm and van,ham
33307,Yeh eve watch le.,ham
33308,She not interested ol,ham
33309,She said she's accompaning evelyn go buy present.,ham
33310,"She said,""buy present leh.""",ham
33311,:-o uncontactable?,ham
33312,Oh gosh. I try spamming calls at her.,ham
33313,Bus. Taking  <#>,ham
33314,Haha,ham
33315,That was sent by cally ho. She making fun of you.,ham
33316,Okay dont lie to me eh. Tmr you plan.,ham
33317,"Hey stephy, can give me the acc and pw for megaupload?",ham
33318,Havent yet eh. Waiting for approval nia.,ham
33319,"Wah congratulations! Haha anyway after tt's approval, I will sendthis to everyone, then we can start to search for manpower andparticipants le.",ham
33320,Lol jeff need to book in tonight.,ham
33321,Haha for now only got cally and me. Jason not in singapore. Umm Idont know still got who.,ham
33322,Okay.,ham
33323,Yo yo wake up le mah. Jeff and I going over to bugis le.,ham
33324,Cannot get eh.,ham
33325,:-( I dont know. You got players?,ham
33326,Okay can. I call cally?,ham
33327,A eh. How's yours?,ham
33328,Lol that's good. You are eligible for commando. Same as me.,ham
33329,Lol watching show eh.,ham
33330,Haha told you there's noone le.,ham
33331,Call jm.,ham
33332,Yup. No problem :-D,ham
33333,Lol im sorry just now movies mah. Told you le.,ham
33334,Ya then still got dinner also. I forgot that part. Btw how to go downfron bugis?,ham
33335,We are waiting for cab le.,ham
33336,Going to play mahjong.,ham
33337,Cab fee on you eh.,ham
33338,Joo seng road.,ham
33339,No idea im not at home. Roy should ne at home.,ham
33340,Yeah and I didnt know she can only play until  <#> pm.,ham
33341,We wil reachin  <#>  mins. Im so sorry.,ham
33342,Sorry I got dinner le.,ham
33343,Nope im going out.,ham
33344,But he's out?,ham
33345,Woo but I have dinner with my poly friends eh. Maybe I find you allduring night time?,ham
33346,Oh im finishing soon le lol.,ham
33347,Haha what time you collectning?,ham
33348,Ah? So fast? Im on my way to tanjong pagrar mrt le.,ham
33349,Car book eh. Okay.,ham
33350,Any place?,ham
33351,Oh oh. Ummm let you know tmr bah. Im still not sure.,ham
33352,Yup.,ham
33353,Lol 8am at macpherson.,ham
33354,Sooon.,ham
33355,Eh ah dont have I think.,ham
33356,Haha okay! Got dress code?,ham
33357,Yo yo. Please be reminded that tmr need to reach mpss at  <DECIMAL>eh :-) see you!,ham
33358,Yo yo. Please be reminded that tmr need to reach mpss at  <DECIMAL>eh :-) see you!,ham
33359,Yo yo. Please be reminded that tmr need to reach mpss at  <DECIMAL>eh :-) see you!,ham
33360,Hahaha okay means slippers sandals shorts all okay eh.,ham
33361,Haha awesome! See you tmr then! :-D,ham
33362,"Mr tan, yesterday I have sent you an email with the documentspertaining to the ANE XVI. Have you received it?",ham
33363,Haha yeah. It's sufficient.,ham
33364,Haha get a bread or something eh. Got the $ <DECIMAL>  japan bun or something.,ham
33365,You all reaching already?,ham
33366,You all reaching already?,ham
33367,You all reaching already?,ham
33368,You all reaching already?,ham
33369,Hokay. Later walk from main gate eh. Im inside le.,ham
33370,Ahhh count wrong? Never mind I go home check again. I now at eunos eh.,ham
33371,"Oh oh. I will be collecting $ <#>  from each participant, inclusiveof the $ <#>  tee shirt. So $ <#>  would be for food eh.",ham
33372,Oh im not including shirts in the budget. Tt say we settling that on our own.,ham
33373,Haha okay. Can send the budget proposal over to my email. I cant viewmy sent items from my phone.,ham
33374,Thanks! I get back to you later.,ham
33375,"The  <DECIMAL> k is for food. So my calculation is: from the $ <#>/participant, $ <#>  is for shirt and $ <#>  for meals. That's why<#> * <#> = <#> , is used to pay off part of food, then the restschool pay.",ham
33376,Haha okay this means I need to explain to tt as well le lol,ham
33377,Lol you are overestimating him.,ham
33378,Lol thanks for the spam again eh.,ham
33379,Hmm not today bah. I need to get the book from my friend first.,ham
33380,Yeah she took it previously. But she passed le.,ham
33381,I told her I need the book already. Tmr meeting her to get it.,ham
33382,Yeah. Oh ya. Forgot to tell you. I need it in A3 leh.,ham
33383,Hmm the picture still alright. Possible to use more attractive font/color?,ham
33384,Yeah you pick out the one that you think it's the best. Lol you aresuppose to choose leh. Not me.,ham
33385,Yeah. I very 挑剔 de eh. So put in more effort :-D,ham
33386,I'm not that bad to people who are helping me can.,ham
33387,No eh. What I want to see is effort. Because your poster will be seenby all secondary schools. And you need to wow them.,ham
33388,Eh im not a secondary school student nor a teacher.,ham
33389,Then you think it's wow?,ham
33390,Oh you sure about it?,ham
33391,Outside. Why?,ham
33392,Im not at home.,ham
33393,8am.,ham
33394,Haha you can meet at cally house then walk over with him.,ham
33395,Oh ya lol and jeff too.,ham
33396,"Steamboat 6, gift exhange  <#>",ham
33397,Yup jeff need to leave early.,ham
33398,Haha we all overnighting leh.,ham
33399,Soon already.,ham
33400,Yo call jeff now and ask him to join us tmr morning.,ham
33401,Haha countdown mah lol.,ham
33402,OMG DID YOU READ TT'S EMAIL WOOHOOOOOOO SO HAPPY!!!!,ham
33403,"Okay got to let you know, the proposal has been approved and you needto work out the poster asap alright? Sorry for the rush.",ham
33404,You all reaching already?,ham
33405,Haha go read your email. Tt approve the proposal le.,ham
33406,Okay send to me when you are done.,ham
33407,Okay.,ham
33408,I later go withdraw  <#>  eh. jeff got?,ham
33409,Oh okay. He still havent meet you all?,ham
33410,Eh okay.,ham
33411,"Haha got, he told me to remove the $ <#>  for the shirt and willsubsidised all food and logistics.",ham
33412,Dont know will prepare until how long eh.,ham
33413,Yup.,ham
33414,Lol you go meet him then bring him down to help us hahaha,ham
33415,Ohhh okay,ham
33416,Yup.,ham
33417,Lol ummm I think shouldnt be a problem?,ham
33418,Hmm about  <#>  plus?,ham
33419,I lost my atm card.,ham
33420,I dont know where I place it. Cant remember.,ham
33421,Okay.,ham
33422,Okay then,ham
33423,Where my steamboat!!,ham
33424,"Yes, I need it asap",ham
33425,At cally house,ham
33426,Then how,ham
33427,I told you I need it eh.,ham
33428,Asap,ham
33429,I call my bro.,ham
33430,Xiaoting waiting there already.,ham
33431,Thanks,ham
33432,No,ham
33433,I removed the password already. Dont anyhow go download stuff.,ham
33434,No.,ham
33435,Oh  <#> th to  <#> th march.,ham
33436,Okay thanks. Merry christmas!,ham
33437,Thanks daryl! Merry christmas to you too!,ham
33438,Yes. Come come. You got the mac coupon?,ham
33439,Okok. Then you just come straight to cally's house.,ham
33440,Yo yo let me know when you are on your way back home k? I broughtyour present out le. :-D,ham
33441,Eh what time? Haha I just went out for cycling.,ham
33442,Haha alright!,ham
33443,See can find people anot first eh.,ham
33444,Oh one more player?,ham
33445,Hmm okay. So how?,ham
33446,Hmm hao bah.,ham
33447,Yo yo are you still outside?,ham
33448,Oh oh im at jj house downstairs. Meet you at your house there!,ham
33449,Lol then I walk over eh. No one's at your house right?,ham
33450,Haha okay bah. Then I wait for you eh.,ham
33451,Yeah im supposed to deliver this on christmas. Haha if not I will getscolding.,ham
33452,Lol he wont drive faster because it's nearing midnight le. Can earnmidnight surcharge. XD,ham
33453,Lol yeah and I was interrogated by policemen.,ham
33454,No idea. They asked if I see a group of boys in white.,ham
33455,Lol I think they thought we are those 看水 guy.,ham
33456,Lol I think they thought we are those 看水 guy.,ham
33457,Haha nope le. Ic taken.,ham
33458,Number. Haha. No problem de la.,ham
33459,"Haha I want to know what she gave you! I wanted you to open it justnow, but the policemen there made it so awkward. :-(",ham
33460,Oh oh. Im so jealous she didnt prepare for her son. :-(,ham
33461,Lol alright alright. I dont need of those haha.,ham
33462,You can use my bike.,ham
33463,Next time,ham
33464,"Hey wilson, I need your email to send you the approved proposal.",ham
33465,"David, please inform nicholas that im unable to go tmr. Sorry aboutthat. Enjoy yourselves eh. Help me spread the news that the proposalis approved.",ham
33466,Alright can. I will send them to you tonight.,ham
33467,Okay. What time?,ham
33468,Okay.,ham
33469,Yeah help me get a list of people who are interested for the camp. Iwill send you the approved proposal tonight.,ham
33470,Haha yeah and jj. Just meeting only.,ham
33471,Wanna join us for tron?,ham
33472,Lol oops I just updated my phone. I think that was an unsent message.,ham
33473,Yeah eaten.,ham
33474,Lol anything eh. Haha.,ham
33475,Im still at home.,ham
33476,Hmm no idea eh. Looks like no one interested already.,ham
33477,Haha alright.,ham
33478,We 3 people need to take bus rehh.,ham
33479,"Dad, roy is still not awake. What time he working?",ham
33480,He refuse to wake up. He chased me out.,ham
33481,Yeah lo. For the sake of us please?,ham
33482,No. What time can you reach cally house?,ham
33483,<#> pm at cally house! :-D,ham
33484,"Lol we want to play mhjong la. Haha, I thought you today whole day free.",ham
33485,Then you playing mah?,ham
33486,Lol ya right. Then meet at  <#> pm.,ham
33487,Yo meet  <#> pm cally house.,ham
33488,Lol cally needs time to prepare eh.,ham
33489,Lol you can try calling her.,ham
33490,Hey dont think I can go sls today eh. Need to go friend's house.,ham
33491,Okay.,ham
33492,Haha alright?,ham
33493,Not so early.,ham
33494,Haha yeah.,ham
33495,Hmm like very lazy eh. Wanna slack at home.,ham
33496,"Lol cheap places please. Imma low on cash, no work eh.",ham
33497,Yup.,ham
33498,Eh ah. Haha not sure. Should be can bah. Im saving money leh. Lol,ham
33499,Lol seriously? Haha hao ah.,ham
33500,Relatively low in price or charging low prices.,ham
33501,Haha no la im just kidding eh. If tmr go out means gotta enjoy. :-D,ham
33502,Wah fish&co yes!,ham
33503,Glass house.,ham
33504,Hokay!,ham
33505,:-o it's beside park mall.,ham
33506,Eh friday got live band lol,ham
33507,Haha alright.,ham
33508,Eh need mah lol. You all decide then let me know eh.,ham
33509,Haha okay la.,ham
33510,Haha alright.,ham
33511,Haha wow! Against who?,ham
33512,Awesome! Lol arsenal is just good haha,ham
33513,"Haha my yan guang not bad leh, ever since p5 till now. XD",ham
33514,Lol ya ya. Hahahaha they just havent unleash their potential untilrecently only.,ham
33515,Hahaha have you entered your dreamlands already lol.,ham
33516,Tmr after dinner free.,ham
33517,Im still on bus. 2 more stops.,ham
33518,Okay.,ham
33519,Im going out for dinner later eh.,ham
33520,Lol okay! I see who can play tonight.,ham
33521,Haha okay 3pm at your house.,ham
33522,Haha let's try tpy first?,ham
33523,Okay!,ham
33524,"Haha I think they want to eat something cheap, so it wasnt really agood time for it.",ham
33525,Outside.,ham
33526,Haha never mind eh your birthday still got chance ^^,ham
33527,Yeah see you! :-D,ham
33528,Haha it's very meaty eh. Something like seoul garden.,ham
33529,Oh okay!,ham
33530,Yup! On the way to your house le.,ham
33531,Haha im strolling down so take your time eh.,ham
33532,Hello evelyn guess who am i?,ham
33533,Haha my number too easy to guess le.,ham
33534,Because she's the one to type it. Hhahaha,ham
33535,Oh no im out already.,ham
33536,Haha I think got download. Btw you bringing polaroid?,ham
33537,Haha happy new year! Sorry I forgot to reply you that i'm outside.,ham
33538,Happy new year dad.,ham
33539,Happy new year mom.,ham
33540,Happy birthday and happy new year!,ham
33541,At bugis. Walking around.,ham
33542,Lol happy new year jeff!,ham
33543,Haha yes I do :-D. Enjoy your day!,ham
33544,Not so early.,ham
33545,What is drange?,ham
33546,Thanks alot daryl!,ham
33547,Thanks alot fernanders. Wishing all the best in your future endeavours. :-),ham
33548,Haha thanks hanlin. Wish you all the best for your future endeavors.,ham
33549,Oh my parents and bro.,ham
33550,Oh nope.,ham
33551,Yup why eh.,ham
33552,Happy new year! Wanna come over my house now?,ham
33553,Yeah come over now eh. :-D,ham
33554,Happy new year vincent. Wish you all the best in your future endeavors.,ham
33555,<#>  $ <#>,ham
33556,Oh my mom uses the bauch&lomb. But not for sensitive eyes de. Thesteamboat I check le then get back to you.,ham
33557,Haha I think  <#>  plus reasonable for the steamboat.,ham
33558,Woo remember to get the non-sticky grill.,ham
33559,Okay.,ham
33560,Boo you transferred le mah?,ham
33561,"Mr tan, can I meet you tmr at  <#> am?",ham
33562,Mr tan I didnt receive your email.,ham
33563,Okay done.,ham
33564,Yo mr weesong. Where's my alumni card?,ham
33565,Lol you already owe me something le. If tmr never bring how?,ham
33566,Hahaha you said promise leh. So if tmr never bring again then youwill need to do something for me eh. :-D,ham
33567,Ahhhh ummm ehhhh sorry I didnt bring it out today.,ham
33568,Oh alright. Please pass it to anyone at home. Thanks.,ham
33569,Haha your ipod dying already eh.,ham
33570,Lol go get a normal mp3 if you are planning to get iphone.,ham
33571,Haha both iphone and itouch?,ham
33572,Lol okay. Then go buy itouch eh since your iphone still got quite a while.,ham
33573,Haha wont be out de. If out then I buy your itouch from you.,ham
33574,Haha are you sure? Apple wont have the time to make so much stuff eh.,ham
33575,Okay.,ham
33576,:-o yeah I saw haha,ham
33577,Eh when's your btt ah?,ham
33578,All the best for scm class later. :-D,ham
33579,Nope your beloved waiting for you. =D,ham
33580,"Lol class open le, you all coming?",ham
33581,Wah never invite :-(,ham
33582,Lol we are all in class. Haha I got la dey.,ham
33583,<#> th to  <#> th march.,ham
33584,Eh why you ee me lol. That's why I asked everyone. Haha,ham
33585,Oh why suddenly go there?,ham
33586,Haha when's your exam?,ham
33587,Next week you not free eh?,ham
33588,Okay can.,ham
33589,Woo hopefully wont clash with the camp!,ham
33590,Hmm should be  <#> th and  <#> st bah.,ham
33591,"Friday night mah. Haha or if you free, help to plan leh lol",ham
33592,Yo class open le.,ham
33593,Woohoo tmr no school eh. XD,ham
33594,Haha for tmr. Lol my house go orchard easier.,ham
33595,Haha meet you at shangri-la hotel!,ham
33596,Ah the relc building! Lol,ham
33597,Lol I think so. What time you reaching?,ham
33598,Okay!,ham
33599,Wahhh lol show offff,ham
33600,Haha early is good. Go get a good seat.,ham
33601,Lol yeah you said you dont miss her haha,ham
33602,Lol so fast? Your class started like barely 1hr only.,ham
33603,Endure bah haha. Maybe if you learn to understand her way of teachingthen it would be better? Lol,ham
33604,Rofl that reason is not acceptable for racism eh,ham
33605,Haha until  <DECIMAL>  right?,ham
33606,Lol do your own notes eh haha,ham
33607,Im on the way home now anyway. XD,ham
33608,Haha nope bah. You all go ahead eh. :-D,ham
33609,Lol? Okay can ah. Haha,ham
33610,Nope not for open house. Tt havent reply.,ham
33611,"Sorry mr tan, are you able to get a room booked for this friday?",ham
33612,Lol okay I can reach in  <#>  mins time,ham
33613,Haha it's going to rain soon.,ham
33614,I dont want to bring my big umbrella out.,ham
33615,:-( neh mind,ham
33616,What bus you taking?,ham
33617,Oh? Later I also need to change bus at far east.,ham
33618,Haha we may be able to meet on the bus later lol,ham
33619,Haha probably. I never been there before.,ham
33620,Wah! Means high possibility you will be lost eh.,ham
33621,"Haha high possibility, not confirm.",ham
33622,Woah you faster than me leh. Lol I was crossing the bridge.,ham
33623,Okay see you inside.,ham
33624,Hey hey. What time you off sch?,ham
33625,Haha im at somerset with jm now. Cally joining us later. Come downafter school bah :-D,ham
33626,Haha umm I confirm with you again eh heh,ham
33627,Hah because the key not with me now.,ham
33628,Hmm not so early eh. After dinner bah.,ham
33629,"Mr tan, can I meet you tmr at 9am?",ham
33630,Hmm should I go astro lol,ham
33631,Okay on. Meet you all tmr.,ham
33632,Tt said no room due to open house.,ham
33633,Yeah there is. But im not going down.,ham
33634,Why,ham
33635,Haha I know david will be there because he got the keys. The rest imnot sure le.,ham
33636,Im so sorry I didnt know you were so busy. I will do it tmr.,ham
33637,"Okay have a good rest. I shant disturb you already. Good night, sorryabout it again!",ham
33638,The img from the poster you designed it or taken from the net?,ham
33639,"Hmm if we promote our camp using this, I think will kena sue forcopyrights eh.",ham
33640,Hmm I was warned by the advisor.,ham
33641,Yup walking towards class le.,ham
33642,Yup going to class le.,ham
33643,Do you think you can design one?,ham
33644,Stephy with me dey. You wait for chao bah.,ham
33645,Hmm okay.,ham
33646,Able to give it to me on monday?,ham
33647,Hmmm. When are you free?,ham
33648,Hey my fringe season 2 and ltm season 3 dl until where eh?,ham
33649,Hmm because I wont be going down to astro next week too. Tuesday can eh.,ham
33650,Yup.,ham
33651,Ahh okay then I download others first.,ham
33652,No the season 3 is ltm.,ham
33653,Today until 3pm eh.,ham
33654,Lol lie to me,ham
33655,Lol no la. Until episode what.,ham
33656,Lol okay.,ham
33657,Next next week think okay. You can email me also.,ham
33658,Hey I off class le.,ham
33659,Please tell michelle and vincent that I will be confirming theirposition for next academic committee. Let me know your recommendationsas well. Im still considering darren too.,ham
33660,Eh then I go home now eh?,ham
33661,Lol okay.,ham
33662,<EMAIL>,ham
33663,Meet at pp bah. I reach le lol,ham
33664,"Yo stephy! Your thumbdrive with me eh, sorry. =X",ham
33665,Haha okay. I can download at home already le. =D,ham
33666,Oops heh im not at my lappy eh. I plying mahjong XD,ham
33667,Oh okay. What you bought?,ham
33668,Haha serious? Okay.,ham
33669,Haha think so.,ham
33670,Sorry I was sleeping when you called. You went to open house?,ham
33671,Yo free tonight?,ham
33672,Where are you all? Im at marina square eh.,ham
33673,Haha how's fringe?,ham
33674,Haha eating with who?,ham
33675,Woo later I come find you all eh.,ham
33676,Hey what time you free?,ham
33677,Lol you drinking tonight eh.,ham
